"SK1","SK2","SB1","SB2","SG1","SY1","SY2","SY3","SO1","SP1","SV1","SR1","SR2","SR3","SW1","Base_A","Base_B","Base_C","UT578_A","UT578_AF","UT578_AS","UT6581","sum"
0,0,0,0,200.830769230769,0,0,107.076923076923,0,0,0,0,0,0,672,0,0,1,0,0,0,0,980.907692307692
0,0,0,0,0,370.326923076923,0,0,0,0,0,0,0,0,649.846153846153,0,0,1,0,0,0,0,1021.17307692307
0,82.9730769230769,0,0,0,0,0,95.076923076923,0,0,0,0,0,0,845.538461538461,0,0,1,0,0,0,0,1024.58846153846
0,25.3038461538461,0,0,0,0,447.261538461538,0,0,0,0,0,0,0,487.384615384615,0,0,1,0,0,0,0,960.9500000000001
0,0,0,0,204.123076923076,226.730769230769,666.030769230769,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1097.88461538461
0,83.5615384615384,0,0,0,388.465384615384,495.876923076923,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,968.903846153846
0,0,0,0,65.8461538461538,126.96923076923,816.738461538461,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1010.55384615384
0,0,0,0,126.753846153846,0,583.384615384615,0,0,0,0,0,0,0,372.923076923076,0,0,1,0,0,0,0,1084.06153846153
0,0,0,0,0,69.5307692307692,403.507692307692,0,0,0,0,0,0,0,579.6923076923071,0,0,1,0,0,0,0,1053.73076923076
0,34.1307692307692,0,0,0,69.5307692307692,0,0,0,0,0,0,0,0,952.615384615384,0,0,1,0,0,0,0,1057.27692307692
0,28.8346153846153,0,0,0,48.3692307692307,0,0,0,0,0,0,0,0,930.461538461538,0,0,1,0,0,0,0,1008.66538461538
0,0,0,0,72.4307692307692,0,0,135.692307692307,0,0,0,0,0,0,900.923076923077,0,0,1,0,0,0,0,1110.04615384615
0,0,0,0,181.076923076923,69.5307692307692,714.646153846153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,966.253846153846
0,0,0,0,426.353846153846,148.130769230769,0,0,0,0,0,0,0,0,502.153846153846,0,0,1,0,0,0,0,1077.63846153846
0,37.0730769230769,0,0,0,0,0,214.153846153846,0,0,0,0,0,0,816,0,0,1,0,0,0,0,1068.22692307692
0,0,0,0,0,140.573076923076,811.8769230769231,4.61538461538461,0,0,0,0,0,0,0,0,0,1,0,0,0,0,958.065384615384
0,124.753846153846,0,0,0,0,311.138461538461,0,0,0,0,0,0,0,638.76923076923,0,0,1,0,0,0,0,1075.66153846153
0,0,0,0,398.36923076923,0,520.184615384615,133.846153846153,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1053.39999999999
0,117.103846153846,0,0,0,0,772.984615384615,146.76923076923,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1037.85769230769
0,24.7153846153846,0,0,0,21.1615384615384,0,0,0,0,0,0,0,0,956.307692307692,0,0,1,0,0,0,0,1003.18461538461
0,66.4961538461538,0,0,39.5076923076923,0,0,0,0,0,0,0,0,0,889.846153846153,0,0,1,0,0,0,0,996.85
0,0,0,0,8.23076923076923,0,0,132.923076923076,0,0,0,0,0,0,930.461538461538,0,0,1,0,0,0,0,1072.61538461538
0,132.403846153846,0,0,0,0,0,58.1538461538461,0,0,0,0,0,0,768,0,0,1,0,0,0,0,959.557692307692
0,0,0,0,317.707692307692,178.361538461538,0,0,0,0,0,0,0,0,457.846153846153,0,0,1,0,0,0,0,954.915384615384
0,57.6692307692307,0,0,0,49.8807692307692,991.753846153846,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1100.30384615384
0,25.8923076923076,0,0,107,0,0,0,0,0,0,0,0,0,923.076923076923,0,0,1,0,0,0,0,1056.96923076923
0,100.038461538461,0,0,0,0,0,55.3846153846153,0,0,0,0,0,0,801.2307692307691,0,0,1,0,0,0,0,957.653846153846
0,0,0,0,0,63.4846153846153,821.599999999999,124.615384615384,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1010.69999999999
0,0,0,0,0,287.192307692307,0,19.3846153846153,0,0,0,0,0,0,690.461538461538,0,0,1,0,0,0,0,998.038461538461
0,114.161538461538,0,0,120.16923076923,0,0,0,0,0,0,0,0,0,838.153846153846,0,0,1,0,0,0,0,1073.48461538461
0,0,0,0,0,244.86923076923,777.846153846153,73.8461538461538,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1097.56153846153
0,62.9653846153846,0,0,0,0,223.630769230769,0,0,0,0,0,0,0,675.6923076923071,0,0,1,0,0,0,0,963.288461538461
0,0,0,0,0,0,738.953846153846,11.076923076923,0,0,0,0,0,0,284.307692307692,0,0,1,0,0,0,0,1035.33846153846
0,0,0,0,0,0,335.446153846153,238.153846153846,0,0,0,0,0,0,435.692307692307,0,0,1,0,0,0,0,1010.2923076923
0,0,0,0,187.661538461538,0,656.307692307692,123.692307692307,0,0,0,0,0,0,0,0,0,1,0,0,0,0,968.661538461538
0,147.115384615384,0,0,199.184615384615,0,0,0,0,0,0,0,0,0,697.846153846153,0,0,1,0,0,0,0,1045.14615384615
0,0,0,0,230.461538461538,0,544.492307692307,206.76923076923,0,0,0,0,0,0,0,0,0,1,0,0,0,0,982.723076923076
0,43.5461538461538,0,0,0,0,0,120.923076923076,0,0,0,0,0,0,834.461538461538,0,0,1,0,0,0,0,999.930769230769
0,0,0,0,0,208.592307692307,291.692307692307,0,0,0,0,0,0,0,612.923076923076,0,0,1,0,0,0,0,1114.20769230769
0,0,0,0,34.5692307692307,0,753.538461538461,161.538461538461,0,0,0,0,0,0,0,0,0,1,0,0,0,0,950.646153846153
0,136.523076923076,0,0,0,0,247.938461538461,0,0,0,0,0,0,0,708.923076923076,0,0,1,0,0,0,0,1094.38461538461
0,0,0,0,0,344.630769230769,680.615384615384,0,0,0,0,0,0,0,59.076923076923,0,0,1,0,0,0,0,1085.32307692307
0,151.234615384615,0,0,0,0,719.507692307692,216,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1087.7423076923
0,0,0,0,0,263.007692307692,573.661538461538,168,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1005.66923076923
0,93.5653846153846,0,0,0,0,651.446153846153,0,0,0,0,0,0,0,339.692307692307,0,0,1,0,0,0,0,1085.70384615384
0,0,0,0,187.661538461538,149.642307692307,0,0,0,0,0,0,0,0,690.461538461538,0,0,1,0,0,0,0,1028.76538461538
0,0,0,0,0,281.146153846153,0,68.30769230769231,0,0,0,0,0,0,731.076923076923,0,0,1,0,0,0,0,1081.53076923076
0,0,0,0,0,104.296153846153,0,151.384615384615,0,0,0,0,0,0,771.6923076923071,0,0,1,0,0,0,0,1028.37307692307
0,0,0,0,0,178.361538461538,855.630769230769,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1034.9923076923
