SK1,SK2,SB1,SB2,SG1,SY1,SY2,SY3,SO1,SP1,SV1,SR1,SR2,SR3,SW1,Base_A,Base_B,Base_C,UT6581,UT578_A,UT578_AF,UT578_AS,sum
32.7875,0.0,0.0,0.0,0.0,0.0,365.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,403.7875
0.0,0.0,0.0,175.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,296.0
0.0,0.0,0.0,0.0,0.0,45.0,0.0,155.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,431.0
41.387499999999996,0.0,61.875,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,344.2625
0.0,0.0,0.0,0.0,165.0,0.0,290.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,566.0
0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,290.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,606.0
0.0,0.0,0.0,390.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,656.0
9.1375,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,320.1375
0.0,0.0,41.25,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,82.25
0.0,0.0,0.0,0.0,45.0,0.0,0.0,340.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,436.0
0.0,0.0,64.625,0.0,0.0,0.0,380.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,540.625
0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,120.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,506.0
0.0,0.0,0.0,0.0,0.0,285.0,155.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,616.0
0.0,0.0,30.25,0.0,0.0,0.0,0.0,0.0,75.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,276.25
0.0,0.0,30.25,0.0,110.0,0.0,0.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,446.25
0.0,0.0,0.0,0.0,0.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,416.0
22.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,378.575
0.0,255.0,0.0,0.0,370.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,726.0
0.0,0.0,0.0,0.0,0.0,0.0,150.0,335.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,656.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,40.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,461.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0,85.0,0.0,0.0,265.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,606.0
0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,265.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,403.0
30.099999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,411.1
10.2125,65.0,0.0,0.0,0.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,461.2125
0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,290.0,275.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,651.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,165.0,0.0,0.0,0.0,290.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,671.0
0.0,0.0,0.0,0.0,0.0,330.0,330.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,756.0
0.0,0.0,0.0,395.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,541.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,15.0,0.0,70.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,391.0
0.0,0.0,0.0,185.0,55.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,266.0
0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,586.0
0.0,0.0,70.125,0.0,0.0,120.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,411.125
0.0,120.0,74.25,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,325.25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,0.0,0.0,130.0,170.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,656.0
0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,401.0
0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,40.0,0.0,0.0,270.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,436.0
23.65,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,414.65
0.0,0.0,0.0,180.0,0.0,0.0,295.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,661.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,255.0,0.0,0.0,0.0,0.0,280.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,701.0
0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,305.0,0.0,285.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,766.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,0.0,50.0,0.0,0.0,0.0,345.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,701.0
0.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,385.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,746.0
0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,380.0,0.0,195.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,616.0
22.037499999999998,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,318.0375
